Date,Open,High,Low,Close,Volume
2007-09-08,113.57,113.57,113.265,113.36,862889
2007-09-10,112.98,113.995,112.6,113.43,1519132
2007-09-11,113.43,114.16,113.3,113.97,2653555
2007-09-12,113.97,114.38,113.77,114.24,2981204
2007-09-13,114.24,115.49,114.04,115.37,2712652
2007-09-14,115.37,115.47,114.36,115.31,2441740
2007-09-15,115.31,115.39,115.09,115.34,392492
2007-09-17,115.22,115.38,114.66,114.91,1464227
2007-09-18,114.905,115.88,114.78,115.75,1887537
2007-09-19,115.75,116.37,115.28,116.21,2243679
2007-09-20,116.21,116.21,113.985,114.175,2009811
2007-09-21,114.18,115.85,114.175,115.6,2013830
2007-09-22,115.6,115.62,115.26,115.47,163744
2007-09-24,115.375,115.375,114.775,114.92,1068358
2007-09-25,114.915,115.02,114.025,114.47,1674712
2007-09-26,114.47,115.74,114.41,115.67,1275465
2007-09-27,115.67,115.82,115.115,115.77,1384776
2007-09-28,115.77,115.89,114.695,114.98,1532524
2007-09-29,114.98,114.98,114.67,114.78,240298
2007-10-01,114.73,116.06,114.71,115.915,1091887
2007-10-02,115.92,115.99,115.28,115.83,1216880
2007-10-03,115.83,116.775,115.555,116.74,1507621
2007-10-04,116.735,116.775,116.27,116.59,1736030
2007-10-05,116.595,117.26,116.34,116.83,1332828
2007-10-06,116.83,117.04,116.76,116.97,136077
2007-10-08,117.05,117.605,116.95,117.495,789105
2007-10-09,117.5,117.52,116.81,116.985,1489064
2007-10-10,116.98,117.53,116.905,117.17,2224275
2007-10-11,117.17,117.79,116.96,117.71,1831958
2007-10-12,117.705,117.75,117.01,117.5,2163677
2007-10-13,117.5,117.65,117.375,117.59,176961
2007-10-15,117.42,117.95,117.25,117.37,2068222
2007-10-16,117.37,117.46,116.445,116.61,2513057
2007-10-17,116.615,117.19,116.165,116.62,1650304
2007-10-18,116.62,116.79,115.28,115.635,1673256
2007-10-19,115.625,115.875,114.84,115.15,2003726
2007-10-20,115.15,115.22,114.485,114.485,419825
2007-10-22,114.1,114.31,113.25,114.07,3302083
2007-10-23,114.07,115.03,113.985,114.655,3213923
2007-10-24,114.655,114.99,113.805,113.94,3868029
2007-10-25,113.94,114.57,113.83,114.09,3916336
2007-10-26,114.09,114.58,113.76,114.01,3393328
2007-10-27,114.01,114.33,113.98,114.145,233690
2007-10-29,113.995,114.9,113.995,114.69,2363990
2007-10-30,114.69,114.92,114.38,114.715,3888000
2007-10-31,114.715,115.5,114.53,115.275,3944467
2007-11-01,115.275,115.92,114.48,114.87,3930693
2007-11-02,114.87,115.42,114.365,114.74,3749007
2007-11-03,114.745,114.94,114.62,114.815,612510
2007-11-05,114.76,114.81,114.02,114.49,2941654
2007-11-06,114.49,114.78,114.2,114.3,1942421
2007-11-07,114.3,114.78,112.765,113.21,1724759
2007-11-08,113.21,113.37,112.045,112.74,1875995
2007-11-09,112.74,112.88,110.5,110.635,1238652
2007-11-10,110.65,111.15,110.52,110.66,403770
2007-11-12,110.23,110.78,109.11,109.37,1345492
2007-11-13,109.37,110.525,109.215,110.215,1683425
2007-11-14,110.215,111.75,110.18,111.38,1412473
2007-11-15,111.39,111.74,110.37,110.895,1986223
2007-11-16,110.9,111.235,109.765,110.6,1914435
2007-11-17,110.6,111.33,110.595,110.94,177450
2007-11-19,110.84,111.07,110.105,110.17,1435180
2007-11-20,110.17,110.57,109.605,110.19,2473533
2007-11-21,110.19,110.25,108.255,108.405,1478947
2007-11-22,108.41,109.165,108.275,108.55,947388
2007-11-23,108.55,108.605,107.545,108,668871
2007-11-24,108,108.325,107.91,108.315,128678
2007-11-26,108.4,108.78,108.105,108.245,780432
2007-11-27,108.245,108.805,107.215,108.565,1383605
2007-11-28,108.565,110.09,108.255,109.95,1949561
2007-11-29,109.95,110.48,109.47,109.665,1666389
2007-11-30,109.665,111.22,109.535,110.87,1669328
2007-12-01,110.87,111.21,110.595,111.12,223826
2007-12-03,111.01,111.02,110.13,110.445,462455
2007-12-04,110.455,110.54,109.555,109.625,640672
2007-12-05,109.625,110.935,109.595,110.92,509613
2007-12-06,110.92,111.365,110.305,111.335,775496
2007-12-07,111.335,111.755,111.015,111.655,590692
2007-12-08,111.655,111.785,111.555,111.725,116086
2007-12-10,111.43,111.88,111.345,111.695,727622
2007-12-11,111.695,112.135,111.44,111.6,675620
2007-12-12,111.6,112.465,110.475,112.23,972405
2007-12-13,112.23,112.45,111.405,112.135,1029637
2007-12-14,112.14,113.36,112.02,113.345,999915
2007-12-15,113.345,113.585,113.24,113.415,163571
2007-12-17,113.44,113.48,112.825,113.22,630419
2007-12-18,113.225,113.53,112.74,113.21,688702
2007-12-19,113.21,113.455,112.735,113.37,789054
2007-12-20,113.37,113.495,112.85,112.91,872500
2007-12-21,112.905,113.91,112.8,113.9,685921
2007-12-22,113.9,114.205,113.775,114.2,130897
2007-12-24,113.98,114.4,113.975,114.375,148932
2007-12-25,114.375,114.465,114.345,114.43,5701
2007-12-26,114.12,114.31,113.96,114.09,173784
2007-12-27,114.09,114.66,113.91,114.16,640121
2007-12-28,114.16,114.17,112.675,113.115,754292
2007-12-29,113.115,113.17,112.625,112.625,180994
2007-12-31,112.65,112.66,111.49,111.7,605792
2008-01-01,111.685,111.97,111.62,111.72,48562
2008-01-02,111.61,112.09,109.51,109.74,749218
2008-01-03,109.74,109.83,108.24,109.505,1147947
2008-01-04,109.5,109.71,107.9,108.22,2063853
2008-01-05,108.22,108.855,108.2,108.455,358668
2008-01-07,108.49,109.735,108.49,108.675,928491
2008-01-08,108.68,109.825,108.675,109.685,2138528
2008-01-09,109.685,109.745,108.78,109.53,1357200
2008-01-10,109.53,110.12,109.25,109.47,1160052
2008-01-11,109.47,109.715,108.63,108.995,1153533
2008-01-12,108.995,109.17,108.755,108.985,325176
2008-01-14,108.64,108.96,107.37,108,543348
2008-01-15,108,108.34,106.6,106.81,784205
2008-01-16,106.81,107.22,105.915,106.825,1157055
2008-01-17,106.825,107.92,106.545,107.115,1902041
2008-01-18,107.11,107.585,106.35,107.055,1089022
2008-01-19,107.055,107.12,106.505,106.675,371146
2008-01-21,106.68,106.975,105.675,105.83,583158
2008-01-22,105.83,106.915,105.61,106.815,1333403
2008-01-23,106.815,107.38,104.945,105.72,2360225
2008-01-24,105.72,106.96,105.055,106.66,2247086
2008-01-25,106.66,107.89,106.515,107.29,1940875
2008-01-26,107.295,107.35,106.74,106.825,383610
2008-01-28,106.75,107.03,105.995,106.77,2168878
2008-01-29,106.77,107.23,106.38,106.915,2955574
2008-01-30,106.92,107.46,106.52,107.33,2593816
2008-01-31,107.33,107.44,105.7,106.315,2345959
2008-02-01,106.315,106.85,105.755,106.24,1077078
2008-02-02,106.24,106.59,106.12,106.58,594249
2008-02-04,106.65,107.09,106.51,106.78,548598
2008-02-05,106.78,107.74,106.58,106.905,242012
2008-02-06,106.91,107.13,106.18,106.735,811680
2008-02-07,106.735,106.785,105.9,106.615,564713
2008-02-08,106.615,107.82,106.555,107.44,227670
2008-02-09,107.44,107.59,107.23,107.35,49654
2008-02-11,107.565,107.595,106.34,106.75,126509
2008-02-12,106.75,107.525,106.63,107.42,403336
2008-02-13,107.42,108.37,106.99,108.23,214241
2008-02-14,108.225,108.61,108.005,108.16,147251
2008-02-15,108.16,108.31,107.26,107.61,144339
2008-02-16,107.61,107.85,107.505,107.81,32483
2008-02-18,107.8,108.32,107.72,108.205,83212
2008-02-19,108.2,108.28,107.205,107.53,137333
2008-02-20,107.53,108.24,107.35,108.015,169147
2008-02-21,108.02,108.37,107.505,107.505,180400
2008-02-22,107.5,107.7,106.825,106.95,144068
2008-02-23,106.95,107.32,106.72,107.23,34350
2008-02-25,107.17,108.1,107.17,108.08,99325
2008-02-26,108.08,108.22,107.525,107.66,548507
2008-02-27,107.66,107.81,105.95,106.52,957959
2008-02-28,106.52,106.64,105.68,105.77,1386530
2008-02-29,105.77,105.84,103.83,104.1,430533
2008-03-01,104.1,104.36,103.785,103.89,110623
2008-03-03,103.58,103.58,102.615,103.375,465430
2008-03-04,103.375,103.705,102.77,102.775,238189
2008-03-05,102.78,104.17,102.65,103.97,571706
2008-03-06,103.97,104.18,103.05,103.09,1519345
2008-03-07,103.09,103.24,101.42,102.985,1221629
2008-03-08,102.98,102.99,102.4,102.815,80386
2008-03-10,102.48,102.51,101.71,101.81,927557
2008-03-11,101.81,103.51,101.42,102.87,601982
2008-03-12,102.865,103.59,102.215,102.39,916577
2008-03-13,102.39,102.48,99.765,100.57,1006826
2008-03-14,100.57,101.245,99.56,100.195,1240263
2008-03-15,100.19,100.27,98.89,99.02,228352
2008-03-17,98.47,99.09,95.71,96.885,1029850
2008-03-18,96.88,98.49,96.69,98.235,1133679
2008-03-19,98.235,100.44,97.66,99.33,608888
2008-03-20,99.33,100.21,98.505,98.79,686675
2008-03-21,98.79,99.74,98.45,99.405,1206749
2008-03-22,99.405,99.63,99.36,99.54,99493
2008-03-24,99.31,100.77,99.31,100.77,906011
2008-03-25,100.77,101.05,99.62,100.07,910767
2008-03-26,100.07,100.39,98.875,99.12,880691
2008-03-27,99.12,100.155,98.555,99.87,771729
2008-03-28,99.88,100.385,99.3,99.71,1042005
2008-03-29,99.71,99.74,99.1,99.19,112923
2008-03-31,98.94,100.18,98.81,99.85,579355
2008-04-01,99.85,101.92,99.58,101.77,719810
2008-04-02,101.77,102.78,101.5,102.77,781339
2008-04-03,102.77,102.945,102.07,102.21,1142755
2008-04-04,102.21,102.685,101.46,101.755,750251
2008-04-05,101.755,102.08,101.45,101.46,100323
2008-04-07,101.5,102.85,101.48,102.625,306911
2008-04-08,102.625,102.78,101.75,102.555,1085392
2008-04-09,102.555,102.83,101.76,101.83,1009167
2008-04-10,101.83,102,100.015,101.715,991379
2008-04-11,101.715,102.27,100.645,101.105,472702
2008-04-12,101.105,101.16,100.7,100.895,65740
2008-04-14,101.38,101.5,100.3,100.865,453073
2008-04-15,100.865,101.685,100.775,101.33,516946
2008-04-16,101.33,101.93,100.825,101.4,1268507
2008-04-17,101.4,102.72,101.395,102.225,695718
2008-04-18,102.225,104.62,102.14,104.56,538020
2008-04-19,104.56,104.64,103.65,103.65,177581
2008-04-21,103.86,104.06,102.98,103.38,1042595
2008-04-22,103.385,103.54,102.68,102.71,1041636
2008-04-23,102.71,103.775,102.675,103.55,295695
2008-04-24,103.55,104.36,103.225,104.205,293135
2008-04-25,104.205,104.82,103.9,104.17,382076
2008-04-26,104.17,104.57,104.12,104.39,26704
2008-04-28,104.42,104.82,104.285,104.31,190686
2008-04-29,104.31,104.45,103.215,103.4,163036
2008-04-30,103.405,104.88,103.395,104.54,270014
2008-05-01,104.53,104.8,103.54,104.04,243279
2008-05-02,104.04,105.7,104.03,105.33,300686
2008-05-03,105.33,105.45,105.145,105.37,62042
2008-05-05,105.18,105.615,104.985,105.12,208815
2008-05-06,105.12,105.19,104.02,104.545,490296
2008-05-07,104.545,105.58,104.495,105.28,426673
2008-05-08,105.285,105.32,103.4,103.88,941961
2008-05-09,103.88,104.1,102.61,103.01,443060
2008-05-10,103.015,103.06,102.79,102.8,57825
2008-05-12,103.01,104.03,102.57,103.83,210589
2008-05-13,103.83,104.785,103.385,104.415,370450
2008-05-14,104.42,105.44,104.41,105.195,209630
2008-05-15,105.195,105.365,104.425,104.62,534623
2008-05-16,104.615,105.095,103.52,103.86,426351
2008-05-17,103.865,104.21,103.72,104.06,23801
2008-05-19,104.005,104.69,103.62,104.555,409155
2008-05-20,104.56,104.68,103.455,103.665,387856
2008-05-21,103.66,103.86,103.05,103.34,426660
2008-05-22,103.34,104.08,102.725,104.03,557201
2008-05-23,104.04,104.38,103.085,103.22,518375
2008-05-24,103.225,103.39,103.06,103.37,26536
2008-05-26,103.28,103.49,103.135,103.425,251789
2008-05-27,103.415,104.33,103.26,103.98,282857
2008-05-28,103.98,105.31,103.89,104.695,608805
2008-05-29,104.695,105.53,104.53,105.52,167689
2008-05-30,105.52,105.87,105.23,105.48,179684
2008-05-31,105.47,105.61,105.33,105.49,25535
2008-06-02,105.16,105.53,104.3,104.41,150655
2008-06-03,104.41,105.56,103.865,105.29,160461
2008-06-04,105.29,105.33,104.53,104.995,137827
2008-06-05,105,106.42,104.86,105.995,78827
2008-06-06,105.995,106.33,105.15,105.335,73443
2008-06-07,105.335,105.42,104.91,104.92,7349
2008-06-09,104.69,106.34,104.4,106.06,144897
2008-06-10,106.06,107.28,105.935,107.19,247929
2008-06-11,107.195,107.75,106.56,106.77,196795
2008-06-12,106.775,108.08,106.74,107.935,477618
2008-06-13,107.935,108.42,107.64,107.925,753855
2008-06-14,107.93,108.27,107.88,108.17,116506
2008-06-16,108.03,108.59,107.92,108.19,899094
2008-06-17,108.19,108.4,107.6,108.03,1212921
2008-06-18,108.03,108.43,107.83,108.05,557914
2008-06-19,108.05,108.075,107.42,107.955,652762
2008-06-20,107.955,108.06,107.22,107.41,584412
2008-06-21,107.425,107.48,107.12,107.325,110788
2008-06-23,107.12,108.065,107.1,107.89,526417
2008-06-24,107.885,108.22,107.355,107.76,382624
2008-06-25,107.755,108.33,107.66,108.29,688908
2008-06-26,108.29,108.42,107.13,107.29,403306
2008-06-27,107.285,107.285,106.005,106.28,927966
2008-06-28,106.28,106.41,105.85,106.125,91871
2008-06-30,106.15,106.46,104.99,106.18,922838
2008-07-01,106.18,106.39,105.23,105.73,573145
2008-07-02,105.73,106.765,105.44,105.87,799147
2008-07-03,105.87,106.93,105.78,106.79,764619
2008-07-04,106.795,106.88,106.6,106.69,450039
2008-07-05,106.69,106.825,106.65,106.72,7713
2008-07-07,106.78,107.75,106.66,107.56,375574
2008-07-08,107.56,107.58,106.245,107.345,645264
2008-07-09,107.35,107.655,107.02,107.12,476430
2008-07-10,107.12,107.45,106.68,107.03,573805
2008-07-11,107.03,107.295,105.65,106.135,504726
2008-07-12,106.14,106.685,106.01,106.27,111763
2008-07-14,106.05,106.81,106.05,106.195,507554
2008-07-15,106.19,106.28,104.14,104.78,631514
2008-07-16,104.78,105.11,103.77,104.61,724429
2008-07-17,104.615,105.885,104.57,105.82,499460
2008-07-18,105.815,107.09,105.72,106.75,550579
2008-07-19,106.75,106.98,106.655,106.915,63869
2008-07-21,106.87,107.15,106.365,106.74,261703
2008-07-22,106.735,107.21,106.05,107.11,415824
2008-07-23,107.105,107.92,107.075,107.69,352467
2008-07-24,107.69,107.98,107.415,107.62,326996
2008-07-25,107.62,107.925,106.58,107.89,372563
2008-07-26,107.89,107.94,107.72,107.825,60326
2008-07-28,107.76,108.07,107.345,107.485,453531
2008-07-29,107.485,108.29,107.295,108.19,442733
2008-07-30,108.185,108.33,107.695,108.175,293930
2008-07-31,108.175,108.37,107.57,108.09,282408
2008-08-01,108.09,108.11,107.28,107.59,420284
2008-08-02,107.59,107.78,107.515,107.69,40005
2008-08-04,107.67,108.28,107.455,108.23,312478
2008-08-05,108.23,108.315,107.67,108.2,355003
2008-08-06,108.2,109.415,108,109.39,363263
2008-08-07,109.39,109.88,109.13,109.44,506806
2008-08-08,109.44,110.36,109.3,110.09,658365
2008-08-09,110.09,110.32,110.025,110.175,52142
2008-08-11,110.25,110.39,109.545,110.08,387949
2008-08-12,110.08,110.39,109.625,109.78,575521
2008-08-13,109.78,109.825,108.37,108.715,737368
2008-08-14,108.715,109.82,108.7,109.75,867757
2008-08-15,109.75,110.66,109.57,110.475,764406
2008-08-16,110.475,110.6,110.25,110.49,56272
2008-08-18,110.51,110.54,109.965,110.07,507823
2008-08-19,110.07,110.33,109.57,109.68,698270
2008-08-20,109.68,110.27,109.545,109.98,612539
2008-08-21,109.975,110.04,108.135,108.36,784086
2008-08-22,108.36,110.03,108.325,109.89,650880
2008-08-23,109.885,110.14,109.83,110.07,61482
2008-08-25,110.05,110.29,109.1,109.1,490230
2008-08-26,109.105,109.94,109.02,109.835,624639
2008-08-27,109.835,109.88,108.7,109.73,666511
2008-08-28,109.73,109.89,108.78,109.565,568980
2008-08-29,109.57,109.715,108.415,108.69,451169
2008-08-30,108.69,108.85,108.58,108.8,35172
2008-09-01,108.385,108.67,107.62,108.16,344762
2008-09-02,108.165,109.175,107.77,108.855,703498
2008-09-03,108.855,109.09,108.12,108.18,776974
2008-09-04,108.18,108.565,107.59,107.765,780192
2008-09-05,107.765,107.87,105.51,106.96,1513006
2008-09-06,106.96,107.735,106.77,107.725,109373
2008-09-08,108.72,109.08,107.84,107.97,736305
2008-09-09,107.97,108.64,107.06,107.11,948312
2008-09-10,107.11,107.93,106.595,107.86,1037591
2008-09-11,107.86,107.92,106.06,106.66,886018
2008-09-12,106.66,107.755,106.415,107.515,842272
2008-09-13,107.515,107.98,107.36,107.93,99692
2008-09-15,105.815,106.885,104.525,105.64,930436
2008-09-16,105.635,106.06,103.545,105.08,910613
2008-09-17,105.085,106.69,104.38,104.68,1261155
2008-09-18,104.68,105.565,104.13,104.855,1308420
2008-09-19,104.855,108.02,103.985,107.185,960310
2008-09-20,107.18,107.465,106.83,107.41,102649
2008-09-22,106.77,107.16,105.95,106.35,693360
2008-09-23,106.35,106.535,105.15,105.72,587941
2008-09-24,105.72,106.35,105.24,106.04,695174
2008-09-25,106.045,106.69,105.465,106.48,670183
2008-09-26,106.48,107.015,105.03,106.07,751414
2008-09-27,106.075,106.19,105.93,105.99,110314
2008-09-29,106.08,106.965,104.54,105.1,607565
2008-09-30,105.1,106.215,103.515,105.94,973080
2008-10-01,105.94,106.525,105.33,106.06,658387
2008-10-02,106.06,106.28,105.105,105.3,779930
2008-10-03,105.305,106.115,104.48,105.785,791792
2008-10-04,105.785,106.135,105.125,105.31,193216
2008-10-06,104.86,105.14,100.225,101.275,879315
2008-10-07,101.275,103.27,100.295,102.3,935315
2008-10-08,102.3,102.305,98.58,99.735,10942152
2008-10-09,99.725,101.475,98.865,100.67,29042380
2008-10-10,100.675,100.85,97.895,99.425,19414253
2008-10-11,99.425,100.705,99.095,100.605,2163958
2008-10-13,100.72,101.2,99.56,100.835,13868985
2008-10-14,100.835,103.06,100.735,102.18,17516081
2008-10-15,102.18,102.33,100.86,101.465,17982665
2008-10-16,101.465,101.64,99.255,100.455,22079437
2008-10-17,100.455,101.815,100.36,101.4,15984697
2008-10-18,101.405,101.79,101.235,101.655,2637236
2008-10-20,101.59,102.41,101.35,101.75,10341790
2008-10-21,101.75,102.155,100.325,100.43,14335506
2008-10-22,100.43,100.85,98.32,98.63,15776902
2008-10-23,98.635,98.715,96.855,97.605,13388858
2008-10-24,97.605,98.06,90.88,94.21,11392933
2008-10-25,94.205,94.875,93.65,94.29,1574363
2008-10-27,93.335,94.465,91.845,93.29,8420391
2008-10-28,93.295,96.175,92.435,95.695,819592
2008-10-29,95.7,99.69,95.63,97.48,711803
2008-10-30,97.48,99.12,96.42,97.48,703502
2008-10-31,97.47,99.115,96.34,98.375,624014
2008-11-01,98.34,98.81,97.845,98.44,133411
2008-11-03,98.615,99.645,98.195,98.88,405402
2008-11-04,98.89,99.88,98.37,99.695,598997
2008-11-05,99.695,100.555,98.255,99.4,773526
2008-11-06,99.4,99.42,97.485,98.035,705982
2008-11-07,98.055,98.49,96.75,98.23,813406
2008-11-08,98.23,98.67,97.78,98.2,127034
2008-11-10,99.135,99.475,98.505,98.6,347903
2008-11-11,98.605,98.61,97.385,97.435,619817
2008-11-12,97.435,98.07,95.28,95.48,670680
2008-11-13,95.51,96.4,94.465,95.935,742929
2008-11-14,95.93,98.265,95.13,96.78,476540
2008-11-15,96.785,97.74,96.41,97.035,139787
2008-11-17,95.89,97.54,95.885,96.58,321137
2008-11-18,96.575,97.41,96.02,97.385,483992
2008-11-19,97.385,97.415,96.32,96.895,486649
2008-11-20,96.9,96.94,94.285,95.025,396985
2008-11-21,95.035,96.235,93.55,94.955,372458
2008-11-22,94.955,95.97,94.785,95.935,128567
2008-11-24,95.825,96.44,94.925,96.37,361020
2008-11-25,96.37,97.42,95.165,95.54,592138
2008-11-26,95.53,95.755,94.605,95.03,588743
2008-11-27,95.03,95.95,94.885,95.57,341578
2008-11-28,95.56,95.745,95.115,95.16,255175
2008-11-29,95.175,95.725,95.15,95.485,71359
2008-12-01,95.48,95.555,93.525,93.83,298433
2008-12-02,93.83,93.885,92.63,93.575,540696
2008-12-03,93.57,93.685,92.535,93.315,381571
2008-12-04,93.305,93.465,92.42,92.8,496256
2008-12-05,92.8,92.985,91.58,92.035,578401
2008-12-06,92.035,93.375,91.925,92.84,280686
2008-12-08,92.84,93.905,92.555,93.03,424319
2008-12-09,93.035,93.17,92.25,92.585,592595
2008-12-10,92.585,92.89,91.93,92.79,676823
2008-12-11,92.795,93.03,91.155,91.78,495890
2008-12-12,91.785,92.02,88.06,91.335,513391
